OrderID,Customer,Product,Category,Sales,Quantity,OrderDate,City,Region,Country,Latitude,Longitude
1151,Charlie,Mouse,Accessories,145.02,7,01-03-2024,Toronto,Ontario,Canada,43.651,-79.347
1152,Hannah,Headphones,Accessories,350.63,9,03-20-2024,Singapore,Central Region,Singapore,1.3521,103.8198
1153,Sophia,Keyboard,Accessories,178.7,4,03-06-2024,Tokyo,Tokyo,Japan,35.6895,139.6917
1154,Liam,Phone,Electronics,985.78,7,03-15-2024,São Paulo,São Paulo,Brazil,-23.5505,-46.6333
1155,Emma,Printer,Accessories,297.61,2,02-27-2024,Los Angeles,California,USA,34.0522,-118.2437
1156,Grace,Smartwatch,Computers,781.25,5,02-29-2024,Dubai,Dubai,UAE,25.276987,55.296249
1157,Olivia,Laptop,Accessories,1100.97,5,02-05-2024,São Paulo,São Paulo,Brazil,-23.5505,-46.6333
1158,Isaac,Mouse,Accessories,410.28,5,02-02-2024,Cape Town,Western Cape,South Africa,-33.9249,18.4241
1159,Alice,Smartwatch,Computers,672.83,6,01-13-2024,Sydney,New South Wales,Australia,-33.8688,151.2093
1160,Isaac,Camera,Mobile Devices,595.23,3,03-14-2024,London,England,UK,51.5074,-0.1278
1161,Charlie,Printer,Accessories,285.46,3,01-16-2024,Singapore,Central Region,Singapore,1.3521,103.8198
1162,Emma,Phone,Electronics,1403.37,6,03-16-2024,Dubai,Dubai,UAE,25.276987,55.296249
1163,Sophia,Smartwatch,Computers,774.25,9,01-25-2024,London,England,UK,51.5074,-0.1278
1164,Charlie,Laptop,Accessories,957.9,8,02-06-2024,São Paulo,São Paulo,Brazil,-23.5505,-46.6333
1165,Bob,Printer,Accessories,406.68,10,03-16-2024,Cape Town,Western Cape,South Africa,-33.9249,18.4241
1166,Bob,Tablet,Accessories,483.8,2,02-22-2024,Paris,Île-de-France,France,48.8566,2.3522
1167,Jack,Monitor,Computers,1284.77,8,02-22-2024,Los Angeles,California,USA,34.0522,-118.2437
1168,David,Printer,Accessories,399.13,7,01-10-2024,Paris,Île-de-France,France,48.8566,2.3522
1169,Bob,Printer,Accessories,331.26,4,02-16-2024,Mexico City,Mexico City,Mexico,19.4326,-99.1332
1170,Noah,Phone,Electronics,1318.46,8,03-17-2024,London,England,UK,51.5074,-0.1278
1171,Charlie,Phone,Electronics,939.38,7,03-07-2024,Mumbai,Maharashtra,India,19.076,72.8777
1172,Emma,Tablet,Accessories,499.0,4,01-25-2024,Tokyo,Tokyo,Japan,35.6895,139.6917
1173,Bob,Printer,Accessories,556.56,3,03-30-2024,São Paulo,São Paulo,Brazil,-23.5505,-46.6333
1174,Ava,Smartwatch,Computers,497.04,1,02-16-2024,Toronto,Ontario,Canada,43.651,-79.347
1175,Liam,Headphones,Accessories,342.55,10,03-17-2024,Berlin,Berlin,Germany,52.52,13.405
1176,Noah,Phone,Electronics,459.79,4,01-15-2024,Singapore,Central Region,Singapore,1.3521,103.8198
1177,Liam,Printer,Accessories,508.46,1,03-11-2024,New York,New York,USA,40.7128,-74.006
1178,Noah,Phone,Electronics,1056.64,4,02-29-2024,Los Angeles,California,USA,34.0522,-118.2437
1179,Noah,Printer,Accessories,264.66,2,01-09-2024,São Paulo,São Paulo,Brazil,-23.5505,-46.6333
1180,Sophia,Phone,Electronics,380.69,5,03-13-2024,Dubai,Dubai,UAE,25.276987,55.296249
1181,Emma,Laptop,Accessories,993.33,4,01-03-2024,Sydney,New South Wales,Australia,-33.8688,151.2093
1182,Alice,Monitor,Computers,929.45,6,03-02-2024,Mexico City,Mexico City,Mexico,19.4326,-99.1332
1183,Isaac,Keyboard,Accessories,320.11,3,02-03-2024,Toronto,Ontario,Canada,43.651,-79.347
1184,Sophia,Smartwatch,Computers,732.64,4,02-04-2024,Sydney,New South Wales,Australia,-33.8688,151.2093
1185,Ava,Printer,Accessories,252.48,1,02-11-2024,Sydney,New South Wales,Australia,-33.8688,151.2093
1186,Frank,Headphones,Accessories,121.85,1,03-28-2024,London,England,UK,51.5074,-0.1278
1187,Noah,Printer,Accessories,587.37,4,01-26-2024,Dubai,Dubai,UAE,25.276987,55.296249
1188,Noah,Printer,Accessories,598.84,7,03-04-2024,Mumbai,Maharashtra,India,19.076,72.8777
1189,Ava,Phone,Electronics,1172.16,5,01-02-2024,Mumbai,Maharashtra,India,19.076,72.8777
1190,Hannah,Camera,Mobile Devices,1185.16,8,01-16-2024,Los Angeles,California,USA,34.0522,-118.2437
1191,Sophia,Camera,Mobile Devices,388.21,1,03-20-2024,Cape Town,Western Cape,South Africa,-33.9249,18.4241
1192,Liam,Headphones,Accessories,209.25,4,02-13-2024,Cape Town,Western Cape,South Africa,-33.9249,18.4241
1193,Noah,Tablet,Accessories,449.25,6,02-01-2024,New York,New York,USA,40.7128,-74.006
1194,Hannah,Camera,Mobile Devices,1078.69,10,02-24-2024,Cape Town,Western Cape,South Africa,-33.9249,18.4241
1195,Frank,Monitor,Computers,412.94,9,02-23-2024,Paris,Île-de-France,France,48.8566,2.3522
1196,Noah,Keyboard,Accessories,855.04,8,03-31-2024,Mumbai,Maharashtra,India,19.076,72.8777
1197,Grace,Keyboard,Accessories,630.79,9,03-07-2024,Mumbai,Maharashtra,India,19.076,72.8777
1198,Noah,Camera,Mobile Devices,662.41,3,03-15-2024,New York,New York,USA,40.7128,-74.006
1199,Liam,Smartwatch,Computers,447.56,3,03-09-2024,Singapore,Central Region,Singapore,1.3521,103.8198
1200,Frank,Keyboard,Accessories,299.81,2,01-18-2024,Berlin,Berlin,Germany,52.52,13.405
1201,Alice,Laptop,Accessories,1190.79,6,03-03-2024,New York,New York,USA,40.7128,-74.006
1202,Olivia,Phone,Electronics,685.39,2,01-08-2024,São Paulo,São Paulo,Brazil,-23.5505,-46.6333
1203,Emma,Tablet,Accessories,828.46,9,02-19-2024,Los Angeles,California,USA,34.0522,-118.2437
1204,Jack,Headphones,Accessories,124.35,8,01-01-2024,Singapore,Central Region,Singapore,1.3521,103.8198
1205,Noah,Keyboard,Accessories,298.31,2,01-04-2024,Sydney,New South Wales,Australia,-33.8688,151.2093
1206,Emma,Monitor,Computers,1034.38,8,03-25-2024,Singapore,Central Region,Singapore,1.3521,103.8198
1207,Olivia,Monitor,Computers,831.9,6,03-10-2024,Dubai,Dubai,UAE,25.276987,55.296249
1208,Hannah,Smartwatch,Computers,513.55,2,03-09-2024,Paris,Île-de-France,France,48.8566,2.3522
1209,Bob,Keyboard,Accessories,890.12,4,03-04-2024,London,England,UK,51.5074,-0.1278
1210,Charlie,Monitor,Computers,483.51,6,02-08-2024,New York,New York,USA,40.7128,-74.006
1211,David,Headphones,Accessories,205.7,5,01-18-2024,Mumbai,Maharashtra,India,19.076,72.8777
1212,Grace,Phone,Electronics,978.06,5,03-04-2024,London,England,UK,51.5074,-0.1278
1213,Liam,Headphones,Accessories,347.3,6,01-02-2024,Moscow,Moscow,Russia,55.7558,37.6173
1214,Bob,Keyboard,Accessories,865.72,7,03-22-2024,Dubai,Dubai,UAE,25.276987,55.296249
1215,Bob,Keyboard,Accessories,248.71,9,03-04-2024,Berlin,Berlin,Germany,52.52,13.405
1216,Olivia,Keyboard,Accessories,896.3,9,03-06-2024,Sydney,New South Wales,Australia,-33.8688,151.2093
1217,Isaac,Tablet,Accessories,1360.85,2,02-05-2024,Paris,Île-de-France,France,48.8566,2.3522
1218,Liam,Printer,Accessories,588.65,10,01-04-2024,Sydney,New South Wales,Australia,-33.8688,151.2093
1219,Isaac,Mouse,Accessories,151.35,4,03-06-2024,Moscow,Moscow,Russia,55.7558,37.6173
1220,David,Monitor,Computers,879.46,7,02-26-2024,Paris,Île-de-France,France,48.8566,2.3522
1221,Olivia,Printer,Accessories,483.74,8,03-29-2024,Paris,Île-de-France,France,48.8566,2.3522
1222,David,Headphones,Accessories,260.09,5,01-26-2024,New York,New York,USA,40.7128,-74.006
1223,Emma,Monitor,Computers,365.54,4,03-22-2024,Berlin,Berlin,Germany,52.52,13.405
1224,Grace,Keyboard,Accessories,534.2,1,02-27-2024,Mumbai,Maharashtra,India,19.076,72.8777
1225,Grace,Printer,Accessories,493.75,3,01-09-2024,Paris,Île-de-France,France,48.8566,2.3522
1226,Emma,Headphones,Accessories,188.02,8,03-31-2024,São Paulo,São Paulo,Brazil,-23.5505,-46.6333
1227,Bob,Laptop,Accessories,1502.58,4,03-12-2024,Paris,Île-de-France,France,48.8566,2.3522
1228,Olivia,Mouse,Accessories,284.41,9,01-19-2024,Mexico City,Mexico City,Mexico,19.4326,-99.1332
1229,Charlie,Camera,Mobile Devices,448.4,4,01-23-2024,Paris,Île-de-France,France,48.8566,2.3522
1230,Bob,Tablet,Accessories,397.33,5,01-24-2024,London,England,UK,51.5074,-0.1278
1231,Grace,Monitor,Computers,1216.72,4,02-23-2024,Singapore,Central Region,Singapore,1.3521,103.8198
1232,Liam,Keyboard,Accessories,110.2,8,02-02-2024,Los Angeles,California,USA,34.0522,-118.2437
1233,David,Keyboard,Accessories,336.86,3,02-11-2024,Cape Town,Western Cape,South Africa,-33.9249,18.4241
1234,Emma,Tablet,Accessories,917.29,5,01-18-2024,Berlin,Berlin,Germany,52.52,13.405
1235,Frank,Phone,Electronics,616.17,10,03-01-2024,Mexico City,Mexico City,Mexico,19.4326,-99.1332
1236,Ava,Laptop,Accessories,724.12,3,01-03-2024,Mumbai,Maharashtra,India,19.076,72.8777
1237,Isaac,Mouse,Accessories,495.04,8,01-18-2024,New York,New York,USA,40.7128,-74.006
1238,Ava,Monitor,Computers,1210.62,10,01-10-2024,Tokyo,Tokyo,Japan,35.6895,139.6917
1239,Noah,Monitor,Computers,599.72,3,01-04-2024,Moscow,Moscow,Russia,55.7558,37.6173
1240,Ava,Phone,Electronics,1480.45,3,02-14-2024,Dubai,Dubai,UAE,25.276987,55.296249
1241,Ava,Monitor,Computers,1196.88,2,03-19-2024,Moscow,Moscow,Russia,55.7558,37.6173
1242,Jack,Smartwatch,Computers,454.23,2,03-08-2024,Los Angeles,California,USA,34.0522,-118.2437
1243,Charlie,Camera,Mobile Devices,365.49,5,02-20-2024,Cape Town,Western Cape,South Africa,-33.9249,18.4241
1244,Emma,Smartwatch,Computers,684.05,7,01-03-2024,Paris,Île-de-France,France,48.8566,2.3522
1245,Hannah,Tablet,Accessories,1301.56,2,03-17-2024,Toronto,Ontario,Canada,43.651,-79.347
1246,Bob,Tablet,Accessories,1011.6,10,02-16-2024,Paris,Île-de-France,France,48.8566,2.3522
1247,Noah,Phone,Electronics,1177.14,4,02-19-2024,Tokyo,Tokyo,Japan,35.6895,139.6917
1248,Emma,Tablet,Accessories,607.52,1,03-18-2024,Paris,Île-de-France,France,48.8566,2.3522
1249,Noah,Laptop,Accessories,912.93,10,01-11-2024,London,England,UK,51.5074,-0.1278
1250,Alice,Printer,Accessories,575.11,10,01-03-2024,Cape Town,Western Cape,South Africa,-33.9249,18.4241
1251,Hannah,Monitor,Computers,1236.16,6,01-06-2024,Moscow,Moscow,Russia,55.7558,37.6173
1252,Isaac,Headphones,Accessories,240.7,9,02-24-2024,New York,New York,USA,40.7128,-74.006
1253,Jack,Headphones,Accessories,185.59,1,02-03-2024,Moscow,Moscow,Russia,55.7558,37.6173
1254,Hannah,Smartwatch,Computers,332.7,8,01-14-2024,Mumbai,Maharashtra,India,19.076,72.8777
1255,Jack,Headphones,Accessories,341.89,7,03-05-2024,New York,New York,USA,40.7128,-74.006
1256,Isaac,Camera,Mobile Devices,325.31,8,02-12-2024,Mumbai,Maharashtra,India,19.076,72.8777
1257,Alice,Tablet,Accessories,820.9,8,02-22-2024,Paris,Île-de-France,France,48.8566,2.3522
1258,Sophia,Phone,Electronics,397.08,6,01-22-2024,Tokyo,Tokyo,Japan,35.6895,139.6917
1259,David,Smartwatch,Computers,571.17,5,01-22-2024,Mumbai,Maharashtra,India,19.076,72.8777
1260,David,Camera,Mobile Devices,1305.83,4,02-24-2024,Los Angeles,California,USA,34.0522,-118.2437
1261,Charlie,Phone,Electronics,1091.64,4,01-16-2024,Berlin,Berlin,Germany,52.52,13.405
1262,David,Keyboard,Accessories,556.84,1,01-08-2024,Tokyo,Tokyo,Japan,35.6895,139.6917
1263,Isaac,Smartwatch,Computers,492.83,9,03-26-2024,Moscow,Moscow,Russia,55.7558,37.6173
1264,Alice,Printer,Accessories,457.62,3,01-04-2024,New York,New York,USA,40.7128,-74.006
1265,Sophia,Printer,Accessories,437.39,2,01-12-2024,Paris,Île-de-France,France,48.8566,2.3522
1266,Charlie,Smartwatch,Computers,531.97,7,03-13-2024,Sydney,New South Wales,Australia,-33.8688,151.2093
1267,Noah,Smartwatch,Computers,486.26,3,01-23-2024,Dubai,Dubai,UAE,25.276987,55.296249
1268,Emma,Tablet,Accessories,931.3,9,02-18-2024,Cape Town,Western Cape,South Africa,-33.9249,18.4241
1269,Isaac,Monitor,Computers,1291.95,10,01-11-2024,Mumbai,Maharashtra,India,19.076,72.8777
1270,Alice,Tablet,Accessories,963.17,8,01-16-2024,Los Angeles,California,USA,34.0522,-118.2437
1271,David,Headphones,Accessories,185.47,7,01-18-2024,Dubai,Dubai,UAE,25.276987,55.296249
1272,Ava,Keyboard,Accessories,786.39,6,01-25-2024,Cape Town,Western Cape,South Africa,-33.9249,18.4241
1273,Emma,Headphones,Accessories,358.41,4,01-26-2024,Los Angeles,California,USA,34.0522,-118.2437
1274,Hannah,Monitor,Computers,898.77,3,01-02-2024,Cape Town,Western Cape,South Africa,-33.9249,18.4241
1275,Charlie,Phone,Electronics,365.54,8,03-07-2024,Mumbai,Maharashtra,India,19.076,72.8777
1276,David,Camera,Mobile Devices,661.03,4,03-12-2024,Paris,Île-de-France,France,48.8566,2.3522
1277,Sophia,Smartwatch,Computers,393.78,8,02-07-2024,Tokyo,Tokyo,Japan,35.6895,139.6917
1278,Noah,Mouse,Accessories,386.49,4,02-14-2024,Cape Town,Western Cape,South Africa,-33.9249,18.4241
1279,Ava,Laptop,Accessories,1094.3,2,03-09-2024,Mumbai,Maharashtra,India,19.076,72.8777
1280,Bob,Printer,Accessories,318.84,5,03-27-2024,Paris,Île-de-France,France,48.8566,2.3522
1281,Noah,Printer,Accessories,299.67,5,03-22-2024,Mumbai,Maharashtra,India,19.076,72.8777
1282,Bob,Keyboard,Accessories,134.21,10,02-15-2024,Sydney,New South Wales,Australia,-33.8688,151.2093
1283,Bob,Tablet,Accessories,1176.17,4,01-06-2024,Toronto,Ontario,Canada,43.651,-79.347
1284,Bob,Mouse,Accessories,484.36,8,03-05-2024,São Paulo,São Paulo,Brazil,-23.5505,-46.6333
1285,Liam,Smartwatch,Computers,782.32,9,01-20-2024,Mumbai,Maharashtra,India,19.076,72.8777
1286,Sophia,Mouse,Accessories,263.09,8,03-10-2024,Paris,Île-de-France,France,48.8566,2.3522
1287,Isaac,Headphones,Accessories,295.01,10,01-17-2024,Paris,Île-de-France,France,48.8566,2.3522
1288,Ava,Smartwatch,Computers,416.34,2,01-13-2024,Cape Town,Western Cape,South Africa,-33.9249,18.4241
1289,Isaac,Smartwatch,Computers,743.05,5,02-28-2024,Berlin,Berlin,Germany,52.52,13.405
1290,Emma,Monitor,Computers,586.83,7,03-21-2024,Paris,Île-de-France,France,48.8566,2.3522
1291,Emma,Tablet,Accessories,1069.18,8,01-28-2024,Moscow,Moscow,Russia,55.7558,37.6173
1292,Olivia,Mouse,Accessories,101.55,5,01-02-2024,São Paulo,São Paulo,Brazil,-23.5505,-46.6333
1293,Olivia,Monitor,Computers,782.02,7,01-10-2024,Tokyo,Tokyo,Japan,35.6895,139.6917
1294,Alice,Keyboard,Accessories,718.0,6,03-21-2024,Mumbai,Maharashtra,India,19.076,72.8777
1295,Olivia,Camera,Mobile Devices,327.22,8,03-19-2024,Singapore,Central Region,Singapore,1.3521,103.8198
1296,Emma,Monitor,Computers,697.92,8,01-02-2024,Singapore,Central Region,Singapore,1.3521,103.8198
1297,Bob,Tablet,Accessories,437.24,9,03-15-2024,Paris,Île-de-France,France,48.8566,2.3522
1298,Noah,Laptop,Accessories,1210.4,3,01-25-2024,Berlin,Berlin,Germany,52.52,13.405
1299,Ava,Laptop,Accessories,1034.42,2,03-05-2024,Singapore,Central Region,Singapore,1.3521,103.8198
1300,Jack,Phone,Electronics,837.92,6,02-01-2024,Cape Town,Western Cape,South Africa,-33.9249,18.4241
1301,Emma,Smartwatch,Computers,797.69,6,01-16-2024,Moscow,Moscow,Russia,55.7558,37.6173
1302,Charlie,Tablet,Accessories,1262.86,2,01-26-2024,Berlin,Berlin,Germany,52.52,13.405
1303,Grace,Tablet,Accessories,1379.26,3,03-12-2024,Moscow,Moscow,Russia,55.7558,37.6173
1304,Sophia,Keyboard,Accessories,103.09,3,01-01-2024,Dubai,Dubai,UAE,25.276987,55.296249
1305,Jack,Monitor,Computers,374.32,5,01-01-2024,Sydney,New South Wales,Australia,-33.8688,151.2093
1306,Noah,Headphones,Accessories,292.06,2,01-05-2024,Paris,Île-de-France,France,48.8566,2.3522
